flow,family,alpha,offset,window_width,beta,pocket_gain,pocket_decay,stability_gain,stability_decay,coupling,write_threshold,release_threshold,overload_threshold,write_count,witness_count,release_count,overload_count,witness_conversion,stability_success,delayed_retention,release_rate,overload_rate,mean_contact_quality,pollution,phase_lock_resistance,composite_score
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.12,0.88,0.26,0.95,0.22,0.58,0.06,1.45,0.0,510.0,510.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2513312666591634,0.0,0.4771648434882737,0.30392837127164596
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.12,0.88,0.26,0.95,0.22,0.58,0.06,1.45,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2574128761111877,0.0,0.605493248673429,0.32758496507140944
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.12,0.88,0.26,0.95,0.22,0.58,0.06,1.45,0.0,521.0,521.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26350667202064637,0.0,0.4910681177588212,0.3075470394651471
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.12,0.88,0.26,0.95,0.22,0.58,0.06,1.45,0.0,516.0,516.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26949766200529335,0.0,0.5524356372578891,0.3191423670569053
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.12,0.88,0.26,0.95,0.22,0.58,0.06,1.45,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.27540139712506706,0.0,0.5301320883650387,0.3156689039755048
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.12,0.88,0.26,0.95,0.22,0.58,0.06,1.45,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2810334799672044,0.0,0.45869304482168405,0.30332615039823024
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.12,0.88,0.26,0.95,0.22,0.58,0.06,1.45,0.0,509.0,508.0,0.0,0.0,0.0,0.0,0.4995083579154376,0.0,0.2863841897692775,0.0,0.6085819127157213,0.33082121045524177
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.12,0.94,0.16,0.9,0.34,0.58,0.06,1.1,0.0,510.0,510.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2513312666591634,0.0,0.4771648434882737,0.30392837127164596
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.12,0.94,0.16,0.9,0.34,0.58,0.06,1.1,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2574128761111877,0.0,0.605493248673429,0.32758496507140944
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.12,0.94,0.16,0.9,0.34,0.58,0.06,1.1,0.0,521.0,521.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26350667202064637,0.0,0.4910681177588212,0.3075470394651471
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.12,0.94,0.16,0.9,0.34,0.58,0.06,1.1,0.0,516.0,516.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26949766200529335,0.0,0.5524356372578891,0.3191423670569053
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.12,0.94,0.16,0.9,0.34,0.58,0.06,1.1,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.27540139712506706,0.0,0.5301320883650387,0.3156689039755048
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.12,0.94,0.16,0.9,0.34,0.58,0.06,1.1,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2810334799672044,0.0,0.45869304482168405,0.30332615039823024
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.12,0.94,0.16,0.9,0.34,0.58,0.06,1.1,0.0,509.0,508.0,0.0,0.0,0.0,0.0,0.4995083579154376,0.0,0.2863841897692775,0.0,0.6085819127157213,0.33082121045524177
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.12,0.94,0.16,0.95,0.22,0.58,0.12,1.1,0.0,510.0,510.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2513312666591634,0.0,0.4771648434882737,0.30392837127164596
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.12,0.94,0.16,0.95,0.22,0.58,0.12,1.1,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2574128761111877,0.0,0.605493248673429,0.32758496507140944
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.12,0.94,0.16,0.95,0.22,0.58,0.12,1.1,0.0,521.0,521.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26350667202064637,0.0,0.4910681177588212,0.3075470394651471
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.12,0.94,0.16,0.95,0.22,0.58,0.12,1.1,0.0,516.0,516.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26949766200529335,0.0,0.5524356372578891,0.3191423670569053
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.12,0.94,0.16,0.95,0.22,0.58,0.12,1.1,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.27540139712506706,0.0,0.5301320883650387,0.3156689039755048
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.12,0.94,0.16,0.95,0.22,0.58,0.12,1.1,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2810334799672044,0.0,0.45869304482168405,0.30332615039823024
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.12,0.94,0.16,0.95,0.22,0.58,0.12,1.1,0.0,509.0,508.0,0.0,0.0,0.0,0.0,0.4995083579154376,0.0,0.2863841897692775,0.0,0.6085819127157213,0.33082121045524177
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.12,0.98,0.08,0.95,0.22,0.42,0.12,1.45,0.0,510.0,510.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2513312666591634,0.0,0.4771648434882737,0.30392837127164596
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.12,0.98,0.08,0.95,0.22,0.42,0.12,1.45,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2574128761111877,0.0,0.605493248673429,0.32758496507140944
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.12,0.98,0.08,0.95,0.22,0.42,0.12,1.45,0.0,521.0,521.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26350667202064637,0.0,0.4910681177588212,0.3075470394651471
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.12,0.98,0.08,0.95,0.22,0.42,0.12,1.45,0.0,516.0,516.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26949766200529335,0.0,0.5524356372578891,0.3191423670569053
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.12,0.98,0.08,0.95,0.22,0.42,0.12,1.45,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.27540139712506706,0.0,0.5301320883650387,0.3156689039755048
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.12,0.98,0.08,0.95,0.22,0.42,0.12,1.45,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2810334799672044,0.0,0.45869304482168405,0.30332615039823024
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.12,0.98,0.08,0.95,0.22,0.42,0.12,1.45,0.0,509.0,508.0,0.0,0.0,0.0,0.0,0.4995083579154376,0.0,0.2863841897692775,0.0,0.6085819127157213,0.33082121045524177
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.12,0.98,0.16,0.95,0.12,0.74,0.12,1.1,0.0,510.0,510.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2513312666591634,0.0,0.4771648434882737,0.30392837127164596
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.12,0.98,0.16,0.95,0.12,0.74,0.12,1.1,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2574128761111877,0.0,0.605493248673429,0.32758496507140944
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.12,0.98,0.16,0.95,0.12,0.74,0.12,1.1,0.0,521.0,521.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26350667202064637,0.0,0.4910681177588212,0.3075470394651471
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.12,0.98,0.16,0.95,0.12,0.74,0.12,1.1,0.0,516.0,516.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26949766200529335,0.0,0.5524356372578891,0.3191423670569053
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.12,0.98,0.16,0.95,0.12,0.74,0.12,1.1,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.27540139712506706,0.0,0.5301320883650387,0.3156689039755048
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.12,0.98,0.16,0.95,0.12,0.74,0.12,1.1,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2810334799672044,0.0,0.45869304482168405,0.30332615039823024
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.12,0.98,0.16,0.95,0.12,0.74,0.12,1.1,0.0,509.0,508.0,0.0,0.0,0.0,0.0,0.4995083579154376,0.0,0.2863841897692775,0.0,0.6085819127157213,0.33082121045524177
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.12,0.98,0.26,0.9,0.22,0.58,0.06,1.45,0.0,510.0,510.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2513312666591634,0.0,0.4771648434882737,0.30392837127164596
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.12,0.98,0.26,0.9,0.22,0.58,0.06,1.45,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2574128761111877,0.0,0.605493248673429,0.32758496507140944
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.12,0.98,0.26,0.9,0.22,0.58,0.06,1.45,0.0,521.0,521.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26350667202064637,0.0,0.4910681177588212,0.3075470394651471
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.12,0.98,0.26,0.9,0.22,0.58,0.06,1.45,0.0,516.0,516.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26949766200529335,0.0,0.5524356372578891,0.3191423670569053
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.12,0.98,0.26,0.9,0.22,0.58,0.06,1.45,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.27540139712506706,0.0,0.5301320883650387,0.3156689039755048
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.12,0.98,0.26,0.9,0.22,0.58,0.06,1.45,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2810334799672044,0.0,0.45869304482168405,0.30332615039823024
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.12,0.98,0.26,0.9,0.22,0.58,0.06,1.45,0.0,509.0,508.0,0.0,0.0,0.0,0.0,0.4995083579154376,0.0,0.2863841897692775,0.0,0.6085819127157213,0.33082121045524177
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.12,0.98,0.26,0.95,0.12,0.42,0.06,1.1,0.0,510.0,510.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2513312666591634,0.0,0.4771648434882737,0.30392837127164596
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.12,0.98,0.26,0.95,0.12,0.42,0.06,1.1,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2574128761111877,0.0,0.605493248673429,0.32758496507140944
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.12,0.98,0.26,0.95,0.12,0.42,0.06,1.1,0.0,521.0,521.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26350667202064637,0.0,0.4910681177588212,0.3075470394651471
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.12,0.98,0.26,0.95,0.12,0.42,0.06,1.1,0.0,516.0,516.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26949766200529335,0.0,0.5524356372578891,0.3191423670569053
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.12,0.98,0.26,0.95,0.12,0.42,0.06,1.1,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.27540139712506706,0.0,0.5301320883650387,0.3156689039755048
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.12,0.98,0.26,0.95,0.12,0.42,0.06,1.1,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2810334799672044,0.0,0.45869304482168405,0.30332615039823024
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.12,0.98,0.26,0.95,0.12,0.42,0.06,1.1,0.0,509.0,508.0,0.0,0.0,0.0,0.0,0.4995083579154376,0.0,0.2863841897692775,0.0,0.6085819127157213,0.33082121045524177
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.22,0.88,0.08,0.9,0.34,0.74,0.06,1.45,0.0,510.0,510.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2513312666591634,0.0,0.5471736776833582,0.31652996142676115
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.22,0.88,0.08,0.9,0.34,0.74,0.06,1.45,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2574128761111877,0.0,0.6376913787878618,0.33338062849200734
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.22,0.88,0.08,0.9,0.34,0.74,0.06,1.45,0.0,521.0,521.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26350667202064637,0.0,0.5718058796399907,0.3220798366037576
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.22,0.88,0.08,0.9,0.34,0.74,0.06,1.45,0.0,516.0,516.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26949766200529335,0.0,0.5912467360920728,0.3261283648470583
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.22,0.88,0.08,0.9,0.34,0.74,0.06,1.45,0.0,505.0,505.0,0.0,0.0,0.0,0.0,0.5,0.0,0.27540139712506706,0.0,0.5688420962266878,0.32263670539060163
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.22,0.88,0.08,0.9,0.34,0.74,0.06,1.45,0.0,378.0,377.0,0.0,0.0,0.0,0.0,0.49933774834437084,0.0,0.2810334799672044,0.0,0.4807289400330921,0.3073257241190651
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.22,0.88,0.08,0.9,0.34,0.74,0.06,1.45,0.0,398.0,397.0,0.0,0.0,0.0,0.0,0.49937106918238994,0.0,0.2863841897692775,0.0,0.4608908396439192,0.30424368173896976
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.22,0.94,0.16,0.9,0.22,0.74,0.12,1.45,0.0,510.0,510.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2513312666591634,0.0,0.4771648434882737,0.30392837127164596
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.22,0.94,0.16,0.9,0.22,0.74,0.12,1.45,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2574128761111877,0.0,0.605493248673429,0.32758496507140944
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.22,0.94,0.16,0.9,0.22,0.74,0.12,1.45,0.0,521.0,521.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26350667202064637,0.0,0.4910681177588212,0.3075470394651471
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.22,0.94,0.16,0.9,0.22,0.74,0.12,1.45,0.0,516.0,516.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26949766200529335,0.0,0.5524356372578891,0.3191423670569053
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.22,0.94,0.16,0.9,0.22,0.74,0.12,1.45,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.27540139712506706,0.0,0.5301320883650387,0.3156689039755048
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.22,0.94,0.16,0.9,0.22,0.74,0.12,1.45,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2810334799672044,0.0,0.45869304482168405,0.30332615039823024
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.22,0.94,0.16,0.9,0.22,0.74,0.12,1.45,0.0,509.0,508.0,0.0,0.0,0.0,0.0,0.4995083579154376,0.0,0.2863841897692775,0.0,0.6085819127157213,0.33082121045524177
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.22,0.98,0.16,0.9,0.22,0.58,0.06,1.45,19.0,20.0,0.0,0.0,0.95,1.0,0.48717948717948717,0.0,0.0,0.2513312666591634,0.006186909801367633,0.583488124246186,0.7525247939048565
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.22,0.98,0.16,0.9,0.22,0.58,0.06,1.45,14.0,15.0,0.0,0.0,0.9333333333333333,1.0,0.4827586206896552,0.0,0.0,0.2574128761111877,0.004558775643112993,0.6118860561183581,0.7550269192839669
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.22,0.98,0.16,0.9,0.22,0.58,0.06,1.45,22.0,23.0,0.0,0.0,0.9565217391304348,1.0,0.4888888888888889,0.0,0.0,0.26350667202064637,0.007163790296320417,0.5810141898729595,0.7543977650102629
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.22,0.98,0.16,0.9,0.22,0.58,0.06,1.45,24.0,28.0,3.0,0.0,0.8571428571428571,1.0,0.46153846153846156,0.05454545454545454,0.0,0.26949766200529335,0.007815043959622273,0.5751017247260508,0.731087112051566
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.22,0.98,0.16,0.9,0.22,0.58,0.06,1.45,18.0,19.0,0.0,0.0,0.9473684210526315,1.0,0.4864864864864865,0.0,0.0,0.27540139712506706,0.005861282969716704,0.5630474780584831,0.7505594661647472
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.22,0.98,0.16,0.9,0.22,0.58,0.06,1.45,22.0,25.0,2.0,0.0,0.88,1.0,0.46808510638297873,0.04081632653061224,0.0,0.2810334799672044,0.007163790296320417,0.5360384112149255,0.7305038869502978
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.22,0.98,0.16,0.9,0.22,0.58,0.06,1.45,28.0,30.0,1.0,0.0,0.9333333333333333,1.0,0.4827586206896552,0.01694915254237288,0.0,0.2863841897692775,0.009117551286225985,0.5706474435066444,0.7489563375744204
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.34,0.88,0.16,0.9,0.22,0.74,0.12,1.45,0.0,510.0,510.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2513312666591634,0.0,0.4877019084223718,0.30582504295978363
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.34,0.88,0.16,0.9,0.22,0.74,0.12,1.45,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2574128761111877,0.0,0.6137304101562919,0.3290676541383248
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.34,0.88,0.16,0.9,0.22,0.74,0.12,1.45,0.0,521.0,521.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26350667202064637,0.0,0.5019888386798947,0.30951276923094034
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.34,0.88,0.16,0.9,0.22,0.74,0.12,1.45,0.0,516.0,516.0,0.0,0.0,0.0,0.0,0.5,0.0,0.26949766200529335,0.0,0.5650292723240657,0.3214092213688171
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.34,0.88,0.16,0.9,0.22,0.74,0.12,1.45,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.27540139712506706,0.0,0.5356068803585565,0.316654366534338
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.34,0.88,0.16,0.9,0.22,0.74,0.12,1.45,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2810334799672044,0.0,0.47222623274451736,0.30576212422434024
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.34,0.88,0.16,0.9,0.22,0.74,0.12,1.45,0.0,509.0,508.0,0.0,0.0,0.0,0.0,0.4995083579154376,0.0,0.2863841897692775,0.0,0.6209418054631985,0.33304599114978767
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.34,0.88,0.16,0.9,0.34,0.58,0.06,1.45,0.0,101.0,100.0,0.0,0.0,0.0,0.0,0.4975124378109453,0.0,0.2513312666591634,0.0,0.5254173430726237,0.3127381993062816
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.34,0.88,0.16,0.9,0.34,0.58,0.06,1.45,0.0,90.0,89.0,0.0,0.0,0.0,0.0,0.4972067039106145,0.0,0.2574128761111877,0.0,0.5666977123912333,0.3207414333450835
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.34,0.88,0.16,0.9,0.34,0.58,0.06,1.45,0.0,130.0,129.0,0.0,0.0,0.0,0.0,0.4980694980694981,0.0,0.26350667202064637,0.0,0.7150528527892667,0.34796081686715236
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.34,0.88,0.16,0.9,0.34,0.58,0.06,1.45,0.0,207.0,206.0,0.0,0.0,0.0,0.0,0.49878934624697335,0.0,0.26949766200529335,0.0,0.7327929363784585,0.35166721358625913
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.34,0.88,0.16,0.9,0.34,0.58,0.06,1.45,0.0,166.0,165.0,0.0,0.0,0.0,0.0,0.4984894259818731,0.0,0.27540139712506706,0.0,0.7346490157290368,0.3525574796019308
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.34,0.88,0.16,0.9,0.34,0.58,0.06,1.45,0.0,120.0,119.0,0.0,0.0,0.0,0.0,0.497907949790795,0.0,0.2810334799672044,0.0,0.5933389992030074,0.32766702469732867
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.34,0.88,0.16,0.9,0.34,0.58,0.06,1.45,0.0,126.0,125.0,0.0,0.0,0.0,0.0,0.49800796812749004,0.0,0.2863841897692775,0.0,0.7186112192091438,0.35070150511345516
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.34,0.88,0.16,0.95,0.22,0.42,0.06,1.45,0.0,54.0,53.0,0.0,0.0,0.0,0.0,0.4953271028037383,0.0,0.2513312666591634,0.0,0.5791766818173734,0.32252414703069693
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.34,0.88,0.16,0.95,0.22,0.42,0.06,1.45,0.0,82.0,81.0,0.0,0.0,0.0,0.0,0.49693251533742333,0.0,0.2574128761111877,0.0,0.5661907892874536,0.3206638966150627
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.34,0.88,0.16,0.95,0.22,0.42,0.06,1.45,0.0,68.0,67.0,0.0,0.0,0.0,0.0,0.4962962962962963,0.0,0.26350667202064637,0.0,0.7333812083980955,0.3513485809654016
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.34,0.88,0.16,0.95,0.22,0.42,0.06,1.45,0.0,175.0,174.0,0.0,0.0,0.0,0.0,0.498567335243553,0.0,0.26949766200529335,0.0,0.7518434676950206,0.3551074097734113
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.34,0.88,0.16,0.95,0.22,0.42,0.06,1.45,0.0,61.0,60.0,0.0,0.0,0.0,0.0,0.49586776859504134,0.0,0.27540139712506706,0.0,0.7529421144530763,0.3559813202415995
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.34,0.88,0.16,0.95,0.22,0.42,0.06,1.45,9.0,123.0,113.0,0.0,0.07317073170731707,1.0,0.06818181818181818,0.46122448979591835,0.0,0.2810334799672044,0.002930641484858352,0.6141123383362901,0.5348819243930211
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.34,0.88,0.16,0.95,0.22,0.42,0.06,1.45,0.0,120.0,119.0,0.0,0.0,0.0,0.0,0.497907949790795,0.0,0.2863841897692775,0.0,0.7163616191795203,0.3503015780249577
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.34,0.94,0.08,0.9,0.34,0.42,0.06,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2513312666591634,0.0,0.6663407571728355,0.36298003573486703
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.24,0.0,0.34,0.94,0.08,0.9,0.34,0.42,0.06,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2574128761111877,0.0,0.6663409691694706,0.3635375547606969
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.24,0.0,0.34,0.94,0.08,0.9,0.34,0.42,0.06,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26350667202064637,0.0,0.6663408278383804,0.3640961272794677
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.24,0.0,0.34,0.94,0.08,0.9,0.34,0.42,0.06,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.26949766200529335,0.0,0.5180833549350028,0.3212922895721191
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.24,0.0,0.34,0.94,0.08,0.9,0.34,0.42,0.06,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27540139712506706,0.0,0.6663410045022433,0.3651865088802016
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.24,0.0,0.34,0.94,0.08,0.9,0.34,0.42,0.06,1.45,5.0,11.0,5.0,0.0,0.45454545454545453,1.0,0.3125,0.23809523809523808,0.0,0.2810334799672044,0.0016281341582546401,0.8391384375785754,0.6843410185011559
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.24,0.0,0.34,0.94,0.08,0.9,0.34,0.42,0.06,1.45,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2863841897692775,0.0,0.6045344229280964,0.33506808018924117
random_cf_1,random_cf,0.09778777645362255,-0.036,0.24,0.0,0.34,0.98,0.16,0.9,0.12,0.42,0.12,1.45,104.0,107.0,2.0,0.0,0.9719626168224299,1.0,0.4928909952606635,0.009389671361502348,0.0,0.2513312666591634,0.03386519049169651,0.7778524544803157,0.788643806613657
