flow,family,alpha,best_delay,best_slot_count,context_pressure,similarity_threshold,recall_window,recall_gain,layer_window,recency_decay,resonance_gain,field_radius,field_width,field_support_gain,field_competition_gain,phase_bind_gain,phase_bind_threshold,window_levels,window_blend_gain,split_threshold,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_core_recall_rate,same_field_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,field_overlap_rate,phase_binding_rate,macro_window_rate,pollution,phase_lock_resistance,score
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,21,0.2,8,0.72,0.08,5,1.8,0.14,0.08,0.08,0.3,3,0.14,0.24,0.809322033898305,0.44730679156908665,0.00964630225080386,0.07502679528403002,0.9899665551839465,0.2630992196209587,0.9899665551839465,0.03901895206243032,0.0,0.010033444816053512,3.0338541666666665,0.3033854166666667,0.2864583333333333,0.11722565939433409,0.5503723304189945,0.7581628273919001
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,13,0.2,8,0.55,0.08,5,1.2,0.14,0.04,0.14,0.18,1,0.14,0.24,0.8047210300429185,0.44589774078478,0.01714898177920686,0.08145766345123258,1.0,0.21921182266009853,1.0,0.04926108374384237,0.08497536945812807,0.0,3.0338541666666665,0.3033854166666667,0.0,0.11527189840442853,0.5451869825845477,0.7167307411170725
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.08,8,0.55,0.08,3,1.8,0.08,0.08,0.14,0.42,2,0.08,0.36,0.8004158004158004,0.4445727482678984,0.030010718113612004,0.04180064308681672,1.0,0.2932692307692308,1.0,0.036057692307692304,0.06971153846153846,0.0,1.8203125,0.3033854166666667,0.2926432291666667,0.12211006186909801,0.5376735170948372,0.7441957793207021
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.14,8,0.72,0.08,3,1.8,0.08,0.08,0.14,0.42,1,0.14,0.36,0.7928118393234672,0.44221698113207547,0.02572347266881029,0.06538049303322616,1.0,0.2872727272727273,1.0,0.04727272727272727,0.07515151515151515,0.0,1.8203125,0.3033854166666667,0.0,0.11917942038423966,0.5420720872293079,0.7247869350360078
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.14,8,0.72,0.14,5,1.8,0.14,0.08,0.14,0.42,1,0.08,0.24,0.8073593073593074,0.4467065868263473,0.010718113612004287,0.09431939978563773,1.0,0.2662921348314607,1.0,0.05056179775280899,0.08426966292134831,0.0,3.0338541666666665,0.3033854166666667,0.0,0.11429501790947574,0.5480453919504951,0.7225504903746943
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.14,13,0.72,0.08,3,1.2,0.14,0.04,0.14,0.42,3,0.14,0.24,0.7828947368421053,0.43911439114391143,0.022508038585209004,0.10610932475884244,1.0,0.2647783251231527,1.0,0.0874384236453202,0.07389162561576355,0.0,1.8203125,0.3033854166666667,0.27734375,0.11201563008791925,0.5523967973351604,0.7208171032117411
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.2,8,0.55,0.08,5,1.2,0.14,0.08,0.14,0.3,1,0.14,0.24,0.7956521739130434,0.4430992736077482,0.012861736334405145,0.10182207931404073,1.0,0.2702702702702703,1.0,0.05630630630630631,0.08445945945945946,0.0,3.0338541666666665,0.3033854166666667,0.0,0.11169000325626832,0.5517727443760656,0.7195254616192136
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.2,8,0.55,0.14,3,1.8,0.14,0.08,0.14,0.18,2,0.14,0.24,0.7868480725623582,0.4403553299492386,0.01607717041800643,0.13933547695605572,1.0,0.27169811320754716,1.0,0.09937106918238994,0.07421383647798742,0.0,1.8203125,0.3033854166666667,0.2913411458333333,0.11006186909801367,0.5556953894282064,0.7190146917946736
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.2,13,0.55,0.08,3,1.8,0.08,0.08,0.14,0.42,3,0.08,0.36,0.7872340425531915,0.44047619047619047,0.022508038585209004,0.07717041800643087,1.0,0.28087167070217917,1.0,0.048426150121065374,0.07263922518159806,0.0,1.8203125,0.3033854166666667,0.2945963541666667,0.11657440573103224,0.5452112847503798,0.7366592086574828
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.08,8,0.55,0.08,3,1.8,0.14,0.08,0.08,0.42,2,0.08,0.36,0.7942386831275721,0.4426605504587156,0.02465166130760986,0.04072883172561629,0.9742895805142084,0.2503382949932341,0.9742895805142084,0.035182679296346414,0.0,0.02571041948579161,1.8203125,0.3033854166666667,0.291015625,0.12211006186909801,0.5359757387768549,0.7565755408248175
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.08,13,0.72,0.14,5,1.2,0.08,0.08,0.14,0.18,2,0.14,0.24,0.8085106382978723,0.4470588235294118,0.01822079314040729,0.0707395498392283,1.0,0.23086269744835966,1.0,0.038882138517618466,0.0,0.0,3.0338541666666665,0.3033854166666667,0.2822265625,0.11755128622598503,0.5488741766908931,0.7523076426053968
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.14,13,0.72,0.08,3,1.8,0.08,0.04,0.14,0.18,3,0.14,0.24,0.7815845824411135,0.4387019230769231,0.02572347266881029,0.08252947481243302,1.0,0.24397163120567375,1.0,0.07801418439716312,0.0,0.0,1.8203125,0.3033854166666667,0.2796223958333333,0.1162487788993813,0.5465139158642558,0.7356054018720628
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,21,0.14,13,0.55,0.08,3,1.8,0.14,0.04,0.08,0.42,1,0.14,0.24,0.8197802197802198,0.4504830917874396,0.01929260450160772,0.0932475884244373,0.9699157641395909,0.25872442839951865,0.9699157641395909,0.08062575210589651,0.0,0.030084235860409144,1.8203125,0.3033854166666667,0.0,0.11787691305763595,0.5529090018656422,0.736447904467547
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,21,0.2,8,0.55,0.08,3,1.8,0.08,0.08,0.14,0.3,3,0.14,0.24,0.8,0.4444444444444444,0.020364415862808145,0.10182207931404073,1.0,0.27921279212792127,1.0,0.08241082410824108,0.0,0.0,1.8203125,0.3033854166666667,0.29296875,0.11462064474112667,0.5516303749570648,0.7424526580108128
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,21,0.2,13,0.55,0.08,3,1.8,0.14,0.04,0.08,0.42,3,0.14,0.36,0.7991452991452992,0.44418052256532065,0.021436227224008574,0.07609860664523044,0.9770531400966184,0.2717391304347826,0.9770531400966184,0.04710144927536232,0.0,0.022946859903381644,1.8203125,0.3033854166666667,0.2936197916666667,0.1162487788993813,0.545163037164921,0.7565204752406703
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,13,0.08,8,0.55,0.14,5,1.8,0.08,0.08,0.08,0.18,2,0.08,0.36,0.8099173553719008,0.4474885844748858,0.01929260450160772,0.04180064308681672,0.9748201438848921,0.2170263788968825,0.9748201438848921,0.019184652278177457,0.0,0.025179856115107913,3.0338541666666665,0.3033854166666667,0.294921875,0.12211006186909801,0.5414467621363759,0.7616168404352098
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,13,0.08,13,0.55,0.14,3,1.2,0.08,0.08,0.14,0.18,1,0.08,0.24,0.7978494623655914,0.4437799043062201,0.02572347266881029,0.0782422293676313,0.9696551724137931,0.23586206896551723,0.9696551724137931,0.06344827586206897,0.0,0.030344827586206897,1.8203125,0.3033854166666667,0.0,0.1162487788993813,0.5436129943739787,0.734729830768412
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,13,0.08,13,0.72,0.14,5,1.2,0.14,0.08,0.14,0.18,3,0.14,0.24,0.8004246284501062,0.44457547169811323,0.01929260450160772,0.07181136120042872,0.9852760736196319,0.2294478527607362,0.9852760736196319,0.033128834355828224,0.0,0.014723926380368098,3.0338541666666665,0.3033854166666667,0.2819010416666667,0.11722565939433409,0.5460972628960277,0.7547967418578181
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,13,0.14,13,0.72,0.08,5,1.8,0.08,0.04,0.08,0.18,2,0.08,0.24,0.805439330543933,0.4461181923522596,0.01714898177920686,0.05787781350482315,0.9952550415183867,0.2313167259786477,0.9952550415183867,0.03914590747330961,0.0,0.004744958481613286,3.0338541666666665,0.3033854166666667,0.2861328125,0.12048192771084337,0.5468113192875583,0.7525451058689202
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,13,0.2,8,0.72,0.14,3,1.8,0.08,0.08,0.14,0.3,1,0.14,0.36,0.791231732776618,0.4417249417249417,0.01822079314040729,0.06216505894962487,0.976551724137931,0.24,0.976551724137931,0.027586206896551724,0.0,0.023448275862068966,1.8203125,0.3033854166666667,0.0,0.11787691305763595,0.5394757723959114,0.7444077950360904
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,13,0.2,13,0.72,0.14,3,1.8,0.08,0.08,0.08,0.42,1,0.08,0.24,0.8108695652173913,0.4477791116446579,0.021436227224008574,0.0857449088960343,0.9144827586206896,0.22620689655172413,0.9144827586206896,0.0703448275862069,0.0,0.08551724137931034,1.8203125,0.3033854166666667,0.0,0.1162487788993813,0.5485852452770803,0.743629483460901
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,21,0.08,13,0.55,0.14,5,1.8,0.08,0.08,0.14,0.18,1,0.14,0.24,0.8126315789473684,0.44831591173054586,0.015005359056806002,0.06216505894962487,0.9681318681318681,0.26483516483516484,0.9681318681318681,0.038461538461538464,0.0,0.031868131868131866,3.0338541666666665,0.3033854166666667,0.0,0.12015630087919245,0.5488708390468489,0.7500119838711533
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,21,0.08,13,0.72,0.14,5,1.2,0.14,0.08,0.08,0.42,2,0.14,0.36,0.8072033898305084,0.4466588511137163,0.020364415862808145,0.06538049303322616,0.9131403118040089,0.24610244988864144,0.9131403118040089,0.024498886414253896,0.0,0.08685968819599109,3.0338541666666665,0.3033854166666667,0.2825520833333333,0.11917942038423966,0.5477208188939151,0.7734012729290225
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,21,0.14,8,0.55,0.08,3,1.8,0.08,0.04,0.08,0.3,1,0.14,0.36,0.80625,0.4463667820069204,0.02572347266881029,0.04501607717041801,0.9727810650887574,0.27218934911242604,0.9727810650887574,0.027218934911242602,0.0,0.027218934911242602,1.8203125,0.3033854166666667,0.0,0.1208075545424943,0.5383431962305907,0.7514057646603132
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,21,0.14,8,0.72,0.08,3,1.2,0.14,0.04,0.08,0.18,2,0.08,0.36,0.7873684210526316,0.44051825677267376,0.031082529474812434,0.05894962486602358,0.9854545454545455,0.2787878787878788,0.9854545454545455,0.02666666666666667,0.0,0.014545454545454545,1.8203125,0.3033854166666667,0.2828776041666667,0.11722565939433409,0.5385517008454552,0.7594411136257447
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,21,0.14,13,0.72,0.14,5,1.2,0.14,0.08,0.08,0.3,1,0.14,0.24,0.8082788671023965,0.4469879518072289,0.013933547695605574,0.09646302250803858,0.9719101123595506,0.2606741573033708,0.9719101123595506,0.038202247191011236,0.0,0.028089887640449437,3.0338541666666665,0.3033854166666667,0.0,0.11527189840442853,0.5495144825386484,0.7480289703936707
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,21,0.2,8,0.72,0.14,3,1.2,0.08,0.04,0.08,0.18,1,0.14,0.36,0.789587852494577,0.4412121212121212,0.02572347266881029,0.09003215434083602,0.9720534629404617,0.26974483596597815,0.9720534629404617,0.026731470230862697,0.0,0.027946537059538274,1.8203125,0.3033854166666667,0.0,0.11396939107782482,0.5397343228577229,0.7483784236134365
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,21,0.2,13,0.55,0.14,5,1.2,0.14,0.08,0.14,0.3,1,0.14,0.36,0.7960954446854663,0.44323671497584544,0.01714898177920686,0.09539121114683816,0.9683972911963883,0.2584650112866817,0.9683972911963883,0.020316027088036117,0.0,0.03160270880361174,3.0338541666666665,0.3033854166666667,0.0,0.11527189840442853,0.5436170517546508,0.7514450428268792
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.78,21,0.2,13,0.72,0.14,5,1.8,0.08,0.08,0.08,0.18,2,0.08,0.24,0.8051391862955032,0.4460260972716489,0.00964630225080386,0.08681672025723473,0.9831460674157303,0.2662921348314607,0.9831460674157303,0.03932584269662921,0.0,0.016853932584269662,3.0338541666666665,0.3033854166666667,0.2884114583333333,0.11657440573103224,0.550309411127127,0.7588476036313302
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.58,13,0.08,8,0.55,0.14,3,1.8,0.08,0.08,0.14,0.42,2,0.08,0.24,0.8382687927107062,0.4560099132589839,0.015367727771679473,0.09879253567508232,0.9881656804733728,0.2440828402366864,0.9881656804733728,0.10502958579881656,0.0,0.011834319526627219,1.7734375,0.18359375,0.2522786458333333,0.09345490068381634,0.6066683715149843,0.7402558867340633
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.58,13,0.08,8,0.72,0.08,3,1.8,0.14,0.04,0.08,0.18,2,0.14,0.36,0.8539823008849557,0.4606205250596659,0.020856201975850714,0.059275521405049394,1.0,0.24242424242424243,1.0,0.06060606060606061,0.0,0.0,1.7734375,0.2955729166666667,0.248046875,0.09801367632692934,0.6026803363314308,0.7600864168721781
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.58,13,0.14,13,0.55,0.08,3,1.2,0.08,0.08,0.14,0.3,3,0.14,0.24,0.8192219679633868,0.45031446540880504,0.024149286498353458,0.10318331503841932,0.9941089837997055,0.24742268041237114,0.9941089837997055,0.10603829160530191,0.0,0.005891016200294551,1.7734375,0.21875,0.2623697916666667,0.09117551286225985,0.6072793982184397,0.7381218204303068
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.58,13,0.2,8,0.72,0.08,3,1.2,0.14,0.04,0.14,0.3,2,0.08,0.24,0.8100686498855835,0.4475347661188369,0.021953896816684963,0.10976948408342481,0.9939301972685888,0.2336874051593323,0.9939301972685888,0.09408194233687406,0.0,0.006069802731411229,1.7734375,0.21875,0.24967447916666666,0.08726799088244871,0.6083057290576583,0.7385614028387034
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.58,21,0.14,8,0.55,0.14,3,1.8,0.14,0.04,0.08,0.3,1,0.14,0.36,0.825,0.4520547945205479,0.01646542261251372,0.10208562019758508,1.0,0.29865361077111385,1.0,0.06242350061199511,0.0,0.0,1.7734375,0.2610677083333333,0.0,0.09378052751546727,0.6068335381327887,0.7486305302664269
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.58,21,0.14,8,0.55,0.14,5,1.2,0.14,0.08,0.08,0.42,1,0.08,0.36,0.793859649122807,0.44254278728606355,0.015367727771679473,0.0867178924259056,0.9621993127147767,0.2634593356242841,0.9621993127147767,0.008018327605956471,0.0,0.037800687285223365,2.9557291666666665,0.17350260416666666,0.0,0.08661673721914685,0.596899398513492,0.7588554062618226
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.58,21,0.14,13,0.72,0.14,3,1.2,0.14,0.04,0.14,0.3,3,0.08,0.36,0.8101851851851852,0.4475703324808184,0.01756311745334797,0.12403951701427003,0.9949937421777222,0.2853566958698373,0.9949937421777222,0.05506883604505632,0.0,0.0050062578222778474,1.7734375,0.21875,0.2578125,0.08629111038749593,0.6033761674850191,0.7568470026621349
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.58,21,0.2,8,0.72,0.08,5,1.8,0.14,0.08,0.08,0.3,1,0.14,0.24,0.8004385964912281,0.4445797807551766,0.015367727771679473,0.08342480790340286,1.0,0.27137970353477764,1.0,0.03876852907639681,0.0,0.0,2.9557291666666665,0.2867838541666667,0.0,0.09117551286225985,0.600405465099553,0.7496680728002965
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.58,21,0.2,13,0.55,0.08,3,1.8,0.08,0.04,0.14,0.18,2,0.14,0.36,0.8515981735159818,0.4599260172626387,0.01756311745334797,0.09220636663007684,1.0,0.2966101694915254,1.0,0.07142857142857142,0.0,0.0,1.7734375,0.2955729166666667,0.2620442708333333,0.09605991533702377,0.6023324675819084,0.7625319960466307
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.68,13,0.08,8,0.72,0.08,3,1.2,0.14,0.08,0.14,0.42,1,0.14,0.24,0.8216704288939052,0.4510532837670384,0.024149286498353458,0.09001097694840834,0.9266862170087976,0.2287390029325513,0.9266862170087976,0.093841642228739,0.0,0.07331378299120235,1.7734375,0.17350260416666666,0.0,0.09247802018886356,0.6053552336257084,0.7382043880197042
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.68,13,0.08,13,0.55,0.08,3,1.2,0.08,0.04,0.08,0.42,1,0.08,0.36,0.8257080610021786,0.4522673031026253,0.030735455543358946,0.04939626783754116,0.9237410071942446,0.22877697841726619,0.9237410071942446,0.041726618705035974,0.0,0.07625899280575539,1.7734375,0.17350260416666666,0.0,0.09833930315858026,0.6001696364434468,0.7563935167786793
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.68,13,0.08,13,0.72,0.08,3,1.2,0.08,0.08,0.08,0.18,1,0.08,0.36,0.8348017621145375,0.4549819927971189,0.026344676180021953,0.059275521405049394,0.9985693848354793,0.2374821173104435,0.9985693848354793,0.05007153075822604,0.0,0.001430615164520744,1.7734375,0.2955729166666667,0.0,0.09964181048518397,0.6010504724444807,0.7487604643412299
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.68,13,0.14,8,0.55,0.08,5,1.2,0.08,0.08,0.08,0.42,3,0.14,0.24,0.8354978354978355,0.455188679245283,0.02305159165751921,0.04610318331503842,0.9370277078085643,0.20277078085642317,0.9370277078085643,0.013853904282115869,0.0,0.06297229219143577,2.9557291666666665,0.17350260416666666,0.2584635416666667,0.09671116900032563,0.5986919336387404,0.773426872973236
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.68,13,0.2,13,0.55,0.14,5,1.2,0.08,0.04,0.08,0.18,2,0.08,0.36,0.8021978021978022,0.4451219512195122,0.01646542261251372,0.08342480790340286,0.9986559139784946,0.21505376344086022,0.9986559139784946,0.002688172043010753,0.0,0.0013440860215053765,2.9557291666666665,0.2955729166666667,0.26171875,0.085965483555845,0.5948400281086164,0.7670840373323192
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.68,21,0.08,8,0.72,0.08,5,1.2,0.14,0.08,0.08,0.3,3,0.14,0.24,0.8424507658643327,0.45724465558194777,0.025246981339187707,0.050493962678375415,0.9785794813979707,0.26832018038331457,0.9785794813979707,0.014656144306651634,0.0,0.02142051860202931,2.9557291666666665,0.21940104166666666,0.2574869791666667,0.09605991533702377,0.5978785513519544,0.7765519252765025
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.68,21,0.08,13,0.55,0.08,3,1.2,0.08,0.08,0.08,0.18,1,0.14,0.24,0.8367816091954023,0.4555694618272841,0.027442371020856202,0.09549945115257959,0.9975786924939467,0.29055690072639223,0.9975786924939467,0.08232445520581114,0.0,0.002421307506053269,1.7734375,0.2955729166666667,0.0,0.090524259198958,0.6064782809369991,0.7450697669301307
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.68,21,0.14,8,0.72,0.14,5,1.2,0.08,0.04,0.08,0.42,3,0.14,0.36,0.8017429193899782,0.4449818621523579,0.01646542261251372,0.07574094401756312,0.9318181818181818,0.26136363636363635,0.9318181818181818,0.004545454545454545,0.0,0.06818181818181818,2.9557291666666665,0.17350260416666666,0.255859375,0.08857049820905243,0.5949805920530034,0.7775224080679067
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.78,13,0.08,8,0.72,0.14,3,1.8,0.08,0.04,0.08,0.18,1,0.14,0.36,0.8446389496717724,0.4578884934756821,0.018660812294182216,0.05598243688254665,0.9971139971139971,0.2352092352092352,0.9971139971139971,0.03896103896103896,0.0,0.002886002886002886,1.7734375,0.2955729166666667,0.0,0.09833930315858026,0.5982669174330433,0.7537778132332624
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.78,13,0.14,8,0.55,0.08,5,1.2,0.08,0.04,0.08,0.42,3,0.14,0.36,0.8528138528138528,0.4602803738317757,0.027442371020856202,0.03293084522502744,0.8684863523573201,0.18858560794044665,0.8684863523573201,0.004962779156327543,0.0,0.1315136476426799,2.9557291666666665,0.17350260416666666,0.2568359375,0.09964181048518397,0.5963056761448515,0.7891487802151503
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.78,13,0.2,8,0.55,0.14,5,1.8,0.14,0.04,0.14,0.18,3,0.14,0.24,0.7974137931034483,0.44364508393285373,0.010976948408342482,0.07354555433589462,0.9973333333333333,0.22133333333333333,0.9973333333333333,0.013333333333333334,0.0,0.0026666666666666666,2.9557291666666665,0.2955729166666667,0.2607421875,0.08987300553565614,0.6021001187785631,0.7646953227067288
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.78,21,0.08,8,0.72,0.08,3,1.2,0.08,0.04,0.08,0.3,2,0.08,0.24,0.8329571106094809,0.4544334975369458,0.024149286498353458,0.0845225027442371,0.9305389221556887,0.2754491017964072,0.9305389221556887,0.06826347305389222,0.0,0.06946107784431138,1.7734375,0.21875,0.251953125,0.09312927385216542,0.6026782740130945,0.766208944398716
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.78,21,0.08,8,0.72,0.14,3,1.8,0.14,0.04,0.14,0.42,2,0.14,0.24,0.8515981735159818,0.4599260172626387,0.014270032930845226,0.09549945115257959,0.8807556080283353,0.26210153482880755,0.8807556080283353,0.06847697756788666,0.0,0.1192443919716647,1.7734375,0.18359375,0.24869791666666666,0.09247802018886356,0.6041144803532925,0.7746962592180788
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.78,21,0.08,8,0.72,0.14,5,1.2,0.08,0.04,0.14,0.18,2,0.08,0.36,0.8165938864628821,0.4495192307692308,0.018660812294182216,0.06805708013172337,0.9886621315192744,0.2698412698412698,0.9886621315192744,0.003401360544217687,0.0,0.011337868480725623,2.9557291666666665,0.2955729166666667,0.2571614583333333,0.09019863236730706,0.5959818889243418,0.7773447967445634
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.78,21,0.14,8,0.55,0.14,3,1.8,0.14,0.04,0.08,0.3,1,0.08,0.24,0.826879271070615,0.45261845386533667,0.014270032930845226,0.10537870472008781,0.9352078239608802,0.2823960880195599,0.9352078239608802,0.06601466992665037,0.0,0.0647921760391198,1.7734375,0.2610677083333333,0.0,0.08857049820905243,0.6062281393414131,0.7569365789075772
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.78,21,0.2,8,0.72,0.08,5,1.8,0.14,0.08,0.08,0.18,2,0.08,0.24,0.8060344827586207,0.44630071599045346,0.015367727771679473,0.06476399560922064,0.9977426636568849,0.28103837471783294,0.9977426636568849,0.014672686230248307,0.0,0.002257336343115124,2.9557291666666665,0.2955729166666667,0.2561848958333333,0.09215239335721263,0.5981041465543286,0.7717776331884136
random_cf_1,random_cf,0.10978777645362256,21,13,0.04,0.78,21,0.2,8,0.72,0.08,5,1.8,0.14,0.08,0.08,0.3,3,0.14,0.24,0.8185745140388769,0.4501187648456057,0.015367727771679473,0.06037321624588365,0.971815107102593,0.27846674182638104,0.971815107102593,0.014656144306651634,0.0,0.02818489289740699,2.9557291666666665,0.2867838541666667,0.2565104166666667,0.09378052751546727,0.598593070333375,0.7777912978802624
random_cf_1,random_cf,0.10978777645362256,21,13,0.08,0.58,13,0.2,8,0.55,0.08,5,1.2,0.14,0.04,0.14,0.18,1,0.14,0.24,0.8127753303964758,0.44835965978128794,0.018660812294182216,0.07793633369923161,1.0,0.21837549933422104,1.0,0.03062583222370173,0.08788282290279627,0.0,2.9557291666666665,0.2955729166666667,0.0,0.08987300553565614,0.6003402965007034,0.731302659027577
random_cf_1,random_cf,0.10978777645362256,21,13,0.08,0.58,21,0.08,8,0.55,0.08,3,1.8,0.08,0.08,0.14,0.42,2,0.08,0.36,0.854586129753915,0.46079613992762364,0.02305159165751921,0.06695938529088913,0.9904191616766467,0.29221556886227545,0.9904191616766467,0.05748502994011976,0.08742514970059881,0.009580838323353293,1.7734375,0.18359375,0.2584635416666667,0.0986649299902312,0.6029834513497454,0.7465218907880702
random_cf_1,random_cf,0.10978777645362256,21,13,0.08,0.58,21,0.14,8,0.72,0.08,3,1.8,0.08,0.08,0.14,0.42,1,0.14,0.36,0.8568181818181818,0.4614443084455324,0.020856201975850714,0.08232711306256861,0.9891696750902527,0.296028880866426,0.9891696750902527,0.06859205776173286,0.08664259927797834,0.010830324909747292,1.7734375,0.18359375,0.0,0.09703679583197655,0.6051437091775489,0.7326811388341311
random_cf_1,random_cf,0.10978777645362256,21,13,0.08,0.58,21,0.14,8,0.72,0.14,5,1.8,0.14,0.08,0.14,0.42,1,0.08,0.24,0.82,0.45054945054945056,0.013172338090010977,0.08781558726673985,0.9908466819221968,0.2780320366132723,0.9908466819221968,0.034324942791762014,0.08352402745995423,0.009153318077803204,2.9557291666666665,0.18880208333333334,0.0,0.08954737870400521,0.6030338224850942,0.7360950312981787
random_cf_1,random_cf,0.10978777645362256,21,13,0.08,0.58,21,0.14,13,0.72,0.08,3,1.2,0.14,0.04,0.14,0.42,3,0.14,0.24,0.8056206088992974,0.4461738002594034,0.020856201975850714,0.132821075740944,0.9769417475728155,0.27305825242718446,0.9769417475728155,0.10072815533980582,0.08495145631067962,0.023058252427184466,1.7734375,0.17350260416666666,0.2594401041666667,0.08922175187235429,0.6109607382785309,0.7245533961542615
random_cf_1,random_cf,0.10978777645362256,21,13,0.08,0.58,21,0.2,8,0.55,0.08,5,1.2,0.14,0.08,0.14,0.3,1,0.14,0.24,0.796875,0.4434782608695652,0.018660812294182216,0.09769484083424808,0.9930875576036866,0.2661290322580645,0.9930875576036866,0.03456221198156682,0.08410138248847926,0.0069124423963133645,2.9557291666666665,0.21940104166666666,0.0,0.08629111038749593,0.6038136053530476,0.7316142515755496
random_cf_1,random_cf,0.10978777645362256,21,13,0.08,0.58,21,0.2,8,0.55,0.14,3,1.8,0.14,0.08,0.14,0.18,2,0.14,0.24,0.8042959427207638,0.44576719576719576,0.012074643249176729,0.15806805708013172,1.0,0.2894409937888199,1.0,0.11304347826086956,0.08322981366459627,0.0,1.7734375,0.2955729166666667,0.2623697916666667,0.08629111038749593,0.6159340463384184,0.7245146286395457
random_cf_1,random_cf,0.10978777645362256,21,13,0.08,0.58,21,0.2,13,0.55,0.08,3,1.8,0.08,0.08,0.14,0.42,3,0.08,0.36,0.8515981735159818,0.4599260172626387,0.01756311745334797,0.09220636663007684,0.9903147699757869,0.29055690072639223,0.9903147699757869,0.07142857142857142,0.08595641646489104,0.009685230024213076,1.7734375,0.18359375,0.2607421875,0.09605991533702377,0.6023324675819084,0.7412745135338517
random_cf_1,random_cf,0.10978777645362256,21,13,0.08,0.68,13,0.08,8,0.55,0.08,3,1.8,0.14,0.08,0.08,0.42,2,0.08,0.36,0.8441558441558441,0.45774647887323944,0.020856201975850714,0.043907793633369926,0.9582132564841499,0.23487031700288186,0.9582132564841499,0.04178674351585014,0.0,0.04178674351585014,1.7734375,0.18359375,0.2535807291666667,0.09996743731683491,0.5980313045462298,0.7657489224314417
